Plot,Scientific_name,Scientific_name_plot,Ht2019,LA,SLA,BA,RC_BA
MALO_02,Licania_megalophylla,Licania_megalophylla_MALO_02,19.01207043,713.6663668,147.1580717,0.164772607,0.405921922
MALO_02,Licaria_applanata,Licaria_applanata_MALO_02,28.66552115,176.6387692,61.33746154,0.139204756,0.373101536
MALO_02,Magnolia_mashpi,Magnolia_mashpi_MALO_02,31,250.4647927,118.3288358,0.403721359,0.635390714
MALO_02,Matisia_castano,Matisia_castano_MALO_02,15.47957396,138.0500769,159.1224872,0.148713571,0.385633986
CEDR_01,Meliosma_arenosa,Meliosma_arenosa_CEDR_01,12.16462287,91.08784103,44.19344615,0.289448282,0.53800398
BECL_01,Meriania_maxima,Meriania_maxima_BECL_01,17.38457843,122.2387692,143.3914615,0.04720243,0.217261202
BECL_03,Meriania_maxima,Meriania_maxima_BECL_03,19.28351463,194.5495128,114.9380509,0.262805221,0.512645317
CEDR_01,Meriania_maxima,Meriania_maxima_CEDR_01,13.47392661,141.6491859,182.6042628,0.475970138,0.689905891
INTI_01,Meriania_maxima,Meriania_maxima_INTI_01,10.1021543,219.231,141.3968077,0.096062835,0.309940051
INTI_02,Meriania_maxima,Meriania_maxima_INTI_02,9.80327838,192.7400556,144.0793056,0.006221139,0.078874197
RIBR_01,Meriania_maxima,Meriania_maxima_RIBR_01,15.29797804,264.3214667,122.0786359,0.189097174,0.434853049
CEDR_01,Meriania_tomentosa,Meriania_tomentosa_CEDR_01,9.790239705,100.649,79.9355,0.660980883,0.813007308
CEDR_03,Meriania_tomentosa,Meriania_tomentosa_CEDR_03,10.83917123,64.93942631,208.9185364,0.078147118,0.27954806
MALO_01,Miconia_1inECPI,Miconia_1inECPI_MALO_01,8.534136277,25.04353846,313.4153077,0.005152997,0.071784379
MIND_01,Miconia_1inECPI,Miconia_1inECPI_MIND_01,9.030840806,22.113,228.0061111,0.018531468,0.136130335
MALO_01,Miconia_brachycalyx,Miconia_brachycalyx_MALO_01,26.13875,129.07,143.9229662,0.642215367,0.801383408
MALO_02,Miconia_brachycalyx,Miconia_brachycalyx_MALO_02,13.97636309,157.7110605,189.1199623,0.298730117,0.546562089
MAPI_01,Miconia_brachycalyx,Miconia_brachycalyx_MAPI_01,19.2737189,181.8995609,314.437801,0.031102553,0.176359159
YANA_01,Miconia_bracteolata,Miconia_bracteolata_YANA_01,15.05585593,11.47147436,90.34524429,4.357581433,2.08748208
MAPI_02,Miconia_brevitheca,Miconia_brevitheca_MAPI_02,21.02649796,43.46753846,254.6418462,0.042896092,0.207113718
MAPI_01,Miconia_cf_gracilis,Miconia_cf_gracilis_MAPI_01,7.971858445,61.16669231,288.2454802,0.027611458,0.166166958
BECL_01,Miconia_clathrantha,Miconia_clathrantha_BECL_01,15.70081261,63.07551282,138.4002316,1.945059759,1.394653993
CEDR_01,Miconia_clathrantha,Miconia_clathrantha_CEDR_01,11.21653941,56.78051496,131.3494401,0.347581097,0.589560088
CEDR_03,Miconia_clathrantha,Miconia_clathrantha_CEDR_03,12.18300951,49.06633333,179.5469167,0.319253359,0.565025096
INTI_01,Miconia_clathrantha,Miconia_clathrantha_INTI_01,18.58812287,111.3358462,86.61969231,0.05473911,0.233963907
INTI_02,Miconia_clathrantha,Miconia_clathrantha_INTI_02,21.7120026,85.48430769,135.2438974,0.084496276,0.290682432
RIBR_01,Miconia_clathrantha,Miconia_clathrantha_RIBR_01,12.81999655,89.9348718,102.2187967,2.561715913,1.600536133
VERD_01,Miconia_corymbiformis,Miconia_corymbiformis_VERD_01,8.935440928,120.0571218,127.4427115,0.422032917,0.649640606
YANA_01,Miconia_corymbiformis,Miconia_corymbiformis_YANA_01,10.94250438,157.4016068,89.66120143,2.222456108,1.490790431
MAPI_01,Miconia_explicita,Miconia_explicita_MAPI_01,16.09046378,102.3124872,249.420075,0.242786206,0.492733403
MAPI_02,Miconia_explicita,Miconia_explicita_MAPI_02,8.678519595,80.93873077,263.3638846,0.017591347,0.132632375
RIBR_01,Miconia_rivetii,Miconia_rivetii_RIBR_01,7.766559146,334.0688162,196.596532,0.252903703,0.50289532
BECL_01,Miconia_theaezans,Miconia_theaezans_BECL_01,15.95652035,38.61825641,191.2355507,0.832829145,0.912594732
BECL_03,Miconia_theaezans,Miconia_theaezans_BECL_03,6.47883065,74.9264359,141.7861014,0.428677388,0.654734594
CEDR_01,Miconia_theaezans,Miconia_theaezans_CEDR_01,8.115548623,47.63411818,226.5165091,0.001,0.031622777
CEDR_03,Miconia_theaezans,Miconia_theaezans_CEDR_03,9.989195538,35.38112607,245.7466303,0.065176266,0.255296428
MALO_01,Miconia_theaezans,Miconia_theaezans_MALO_01,8.688407585,24.57458508,294.5460979,0.005410608,0.073556835
RIBR_01,Miconia_theaezans,Miconia_theaezans_RIBR_01,15.13936896,55.23446154,116.5135385,0.132795907,0.364411727
VERD_02,Miconia_theaezans,Miconia_theaezans_VERD_02,13.09577239,44.70458461,174.3467864,0.800485661,0.894698643
VERD_03,Miconia_theaezans,Miconia_theaezans_VERD_03,7.975580043,23.23596795,168.6847158,0.297782927,0.545694903
CEDR_03,Morus_insignis,Morus_insignis_CEDR_03,12.78620621,255.6342195,196.2218748,0.787792843,0.88757695
INTI_01,Morus_insignis,Morus_insignis_INTI_01,16.3983941,383.7216154,362.4087692,0.479450236,0.692423451
MALO_02,Myrcia_cf_splendens,Myrcia_cf_splendens_MALO_02,17.86934274,218.9616795,85.14439487,0.144340475,0.37992167
INTI_02,Myrcia_fallax,Myrcia_fallax_INTI_02,15.62347746,98.15343589,108.4767502,0.13696323,0.370085436
MALO_01,Naucleopsis_capirensis,Naucleopsis_capirensis_MALO_01,13.23432454,60.71489744,213.1996175,0.227013057,0.476458872
MALO_01,Naucleopsis_chiguila,Naucleopsis_chiguila_MALO_01,24.42356215,168.0621667,261.5938944,0.090258742,0.300430927
MALO_02,Naucleopsis_naga,Naucleopsis_naga_MALO_02,16.57851924,289.8607846,256.9343408,0.542729766,0.736701952
BECL_03,Nectandra_acutifolia,Nectandra_acutifolia_BECL_03,4.554908584,54.18,107.0579231,0.004417865,0.066467022
INTI_02,Nectandra_acutifolia,Nectandra_acutifolia_INTI_02,16.87831318,122.7497179,104.0639896,0.233565632,0.483286284
MIND_01,Nectandra_acutifolia,Nectandra_acutifolia_MIND_01,12.78969505,101.4451705,180.2584897,0.158776093,0.398467179
MAPI_02,Nectandra_cf_subbullata,Nectandra_cf_subbullata_MAPI_02,19.22710954,499.4904667,83.92736667,0.187028435,0.432467843
MIND_01,Nectandra_purpurea,Nectandra_purpurea_MIND_01,13.79161599,158.8419744,94.19017949,0.256675974,0.506631991
BECL_01,Nectandra_subbullata,Nectandra_subbullata_BECL_01,17.8615806,122.4278686,62.91605769,0.21395424,0.462551878
BECL_03,Nectandra_subbullata,Nectandra_subbullata_BECL_03,14.77622953,187.2024103,77.04051635,0.357819549,0.598180198
CEDR_03,Nectandra_subbullata,Nectandra_subbullata_CEDR_03,15.61030775,207.3694102,121.4782057,1.250437915,1.118229813
INTI_01,Nectandra_subbullata,Nectandra_subbullata_INTI_01,13.8436143,189.1415812,107.7382201,1.343760496,1.159206839
INTI_02,Nectandra_subbullata,Nectandra_subbullata_INTI_02,12.6232545,201.3671795,101.4207505,0.340238411,0.583299589
MAPI_01,Ochroma_pyramidale,Ochroma_pyramidale_MAPI_01,21.075,498.9672179,179.7064411,0.609796486,0.78089467
VERD_03,Ocotea_1inECPI,Ocotea_1inECPI_VERD_03,7.509082475,46.73492308,112.0649744,0.080603058,0.283906777
MALO_02,Ocotea_cf_floribunda,Ocotea_cf_floribunda_MALO_02,6.943300159,124.003,112.2756923,0.028120396,0.167691371
INTI_02,Ocotea_cf_heterochroma,Ocotea_cf_heterochroma_INTI_02,25.64487173,200.58825,105.8475415,0.145896348,0.381963805
MIND_01,Ocotea_cf_pichinchensis,Ocotea_cf_pichinchensis_MIND_01,11.07334208,105.6913077,91.68738462,0.011122023,0.105461002
BECL_03,Ocotea_floribunda,Ocotea_floribunda_BECL_03,3.725267315,94.94038462,97.93169231,0.003318307,0.057604748
MALO_01,Ocotea_insularis,Ocotea_insularis_MALO_01,16.06319787,103.9642051,105.7160635,0.707413625,0.841078846
MALO_02,Ocotea_insularis,Ocotea_insularis_MALO_02,17.66049557,119.5969231,115.370861,0.796158119,0.89227693
MIND_01,Ocotea_insularis,Ocotea_insularis_MIND_01,10.6583799,108.0128205,98.68684448,0.394437953,0.628042955
RIBR_01,Ocotea_insularis,Ocotea_insularis_RIBR_01,12.70104487,127.2453077,107.0875898,0.306028039,0.553198011
MIND_01,Ocotea_pacifica,Ocotea_pacifica_MIND_01,17.22053757,61.60399039,137.4685128,0.125842777,0.354743255
INTI_01,Ocotea_pichinchensis,Ocotea_pichinchensis_INTI_01,20.12580085,105.3203333,169.627641,1.992644676,1.411610667
INTI_02,Ocotea_pichinchensis,Ocotea_pichinchensis_INTI_02,17.95000603,92.83309403,123.98642,0.701375483,0.837481631
VERD_01,Oreopanax_ecuadorensis,Oreopanax_ecuadorensis_VERD_01,7.2,255.2056667,77.78541667,0.02311741,0.152044105
VERD_02,Oreopanax_palamophyllus,Oreopanax_palamophyllus_VERD_02,10.38089451,264.7979048,69.92404663,0.282916126,0.531898605
MAPI_01,Otoba_gordoniifolia,Otoba_gordoniifolia_MAPI_01,11.85034253,379.8466748,114.4659729,0.182765295,0.427510579
MAPI_02,Otoba_gordoniifolia,Otoba_gordoniifolia_MAPI_02,17.91041154,374.7722563,117.3826237,1.109774673,1.053458434
RIBR_01,Otoba_gordoniifolia,Otoba_gordoniifolia_RIBR_01,13.91620021,223.2861099,103.2803436,0.250483895,0.500483661
MALO_02,Otoba_novogranatensis,Otoba_novogranatensis_MALO_02,14.43044189,266.5588179,144.6511556,0.452662661,0.672802096
CEDR_03,Palicourea_amethystina,Palicourea_amethystina_CEDR_03,14.5612999,61.43221367,241.9508505,0.278744092,0.527962207
VERD_02,Palicourea_amethystina,Palicourea_amethystina_VERD_02,10.17442461,35.01448718,401.1264616,0.0479839,0.219052277
VERD_03,Palicourea_amethystina,Palicourea_amethystina_VERD_03,6.614955331,31.89997436,170.0713846,0.155802577,0.394718351
CEDR_03,Palicourea_andrei,Palicourea_andrei_CEDR_03,13.63903674,109.5071158,322.6552237,0.113462546,0.336842019
INTI_01,Palicourea_demissa,Palicourea_demissa_INTI_01,7.794710327,104.3318889,454.6225556,0.037044876,0.192470455
INTI_02,Palicourea_demissa,Palicourea_demissa_INTI_02,12.92119967,115.6588619,290.1871481,0.045956789,0.214375346
MALO_01,Palicourea_demissa,Palicourea_demissa_MALO_01,10.83333333,228.8112308,153.663,0.022236192,0.149118047
MAPI_02,Palicourea_guianensis,Palicourea_guianensis_MAPI_02,7.193564734,238.3312564,204.488641,0.007861051,0.088662568
MIND_01,Palicourea_guianensis,Palicourea_guianensis_MIND_01,8.185714286,126.4589487,195.2275897,0.028063848,0.167522679
MAPI_02,Palicourea_palenquensis,Palicourea_palenquensis_MAPI_02,9.059268833,103.2015455,232.1192727,0.02108794,0.145216872
MAPI_01,Palicourea_pyramidalis,Palicourea_pyramidalis_MAPI_01,8.57259915,69.918,159.1643282,0.018928097,0.137579421
INTI_02,Persea_pseudofasciculata,Persea_pseudofasciculata_INTI_02,21.75233117,157.3734615,83.33753846,0.085012283,0.291568659
MIND_01,Persea_pseudofasciculata,Persea_pseudofasciculata_MIND_01,13.31256111,281.0775705,220.3938355,0.341354462,0.584255477
RIBR_01,Persea_pseudofasciculata,Persea_pseudofasciculata_RIBR_01,10.7048031,151.4800303,74.13776224,0.131188982,0.362200196
INTI_01,Pittoniotis_rotata,Pittoniotis_rotata_INTI_01,20.12890019,17.89680769,274.4505755,0.156176425,0.395191631
MAPI_01,Pourouma_bicolor_subsp_scobina,Pourouma_bicolor_subsp_scobina_MAPI_01,11.61733597,603.4064183,136.4115907,0.338828622,0.582089875
MAPI_02,Pourouma_bicolor_subsp_scobina,Pourouma_bicolor_subsp_scobina_MAPI_02,28.95622228,960.56226,132.2269414,2.664982417,1.632477386
MALO_02,Pouteria_2inECPI,Pouteria_2inECPI_MALO_02,29.94221664,183.5736923,136.8976154,0.168365019,0.410323067
MALO_01,Protium_ecuadorense,Protium_ecuadorense_MALO_01,11.53957549,274.9921795,154.174711,0.30741191,0.554447392
MALO_02,Protium_ecuadorense,Protium_ecuadorense_MALO_02,23.57274524,161.4894039,97.02287981,0.216991375,0.46582333
VERD_01,Prunus_huantensis,Prunus_huantensis_VERD_01,5.15598229,50.88292308,89.58992307,0.298459155,0.546314154
MAPI_01,Rhodostemonodaphne_cyclops,Rhodostemonodaphne_cyclops_MAPI_01,14.53002792,195.9329205,157.3084903,0.049139222,0.221673684
MALO_01,Richeria_dressleri,Richeria_dressleri_MALO_01,8.765172406,146.9617149,147.7701604,0.035968093,0.189652559
MIND_01,Roupala_montana,Roupala_montana_MIND_01,31.85953938,108.8344167,147.1515041,0.7705078,0.877785737
MALO_01,Salacia_cordata,Salacia_cordata_MALO_01,21.36493321,306.0738462,101.1909122,0.52962854,0.727755824
MALO_02,Salacia_cordata,Salacia_cordata_MALO_02,6.944327731,310.9814893,109.5170128,0.002375829,0.048742476
INTI_01,Sapium_laurifolium,Sapium_laurifolium_INTI_01,10.10590273,155.0831795,131.9857692,0.333224021,0.577255594
INTI_02,Sapium_laurifolium,Sapium_laurifolium_INTI_02,11.51490442,163.7777436,325.2134785,0.435102729,0.659623172
MAPI_01,Sapium_laurifolium,Sapium_laurifolium_MAPI_01,17.5,103.8063846,111.4827949,0.007853982,0.088622695
BECL_01,Sapium_stylare,Sapium_stylare_BECL_01,19.10231079,48.57879487,60.33564103,0.222727923,0.471940593
BECL_03,Sapium_stylare,Sapium_stylare_BECL_03,18.8306391,66.83279487,83.7634621,0.1788116,0.422861207
CEDR_01,Sapium_stylare,Sapium_stylare_CEDR_01,11.66732911,54.34044444,82.21563889,0.563749375,0.750832455
MALO_01,Sapium_stylare,Sapium_stylare_MALO_01,24.68763588,34.55338462,159.7191538,0.092940877,0.304862062
MAPI_01,Saurauia_brachybotrys,Saurauia_brachybotrys_MAPI_01,9.938358118,386.0281026,203.1480451,0.025907929,0.160959402
MIND_01,Saurauia_brachybotrys,Saurauia_brachybotrys_MIND_01,11.45077131,256.2892307,157.6662089,0.444350007,0.666595835
BECL_01,Saurauia_prainiana,Saurauia_prainiana_BECL_01,9.878732591,161.1574616,134.8829616,0.058421842,0.241706107
INTI_01,Saurauia_pseudostrigillosa,Saurauia_pseudostrigillosa_INTI_01,16.00017939,398.1268578,147.5041725,0.163460992,0.404303094
INTI_02,Saurauia_pseudostrigillosa,Saurauia_pseudostrigillosa_INTI_02,11.64239846,199.4000096,183.7112597,0.09727549,0.311890189
RIBR_01,Saurauia_pseudostrigillosa,Saurauia_pseudostrigillosa_RIBR_01,9.592682115,302.9348205,172.5854046,0.190565083,0.436537608
BECL_01,Saurauia_tomentosa,Saurauia_tomentosa_BECL_01,12.13853043,261.0219743,128.5635057,0.237734526,0.487580276
BECL_03,Saurauia_tomentosa,Saurauia_tomentosa_BECL_03,17.45281508,333.4712051,125.6384463,0.630693574,0.794162184
CEDR_01,Saurauia_tomentosa,Saurauia_tomentosa_CEDR_01,14.79182527,163.6669576,147.8611172,0.058129674,0.241100962
VERD_02,Saurauia_tomentosa,Saurauia_tomentosa_VERD_02,11.98905825,193.8771987,141.41214,1.918019284,1.384925732
VERD_03,Saurauia_tomentosa,Saurauia_tomentosa_VERD_03,9.746176292,314.1421026,99.54247284,1.597265031,1.26382951
VERD_01,Schefflera_sodiroi,Schefflera_sodiroi_VERD_01,7.695832395,78.34537962,62.13775215,0.598210291,0.773440554
MALO_01,Simarouba_amara,Simarouba_amara_MALO_01,37.82736585,39.2231,102.0516,0.29705722,0.545029559
MALO_02,Simarouba_amara,Simarouba_amara_MALO_02,35.0611645,45.8895,89.2625,0.371763508,0.609724125
MAPI_01,Sloanea_medusula,Sloanea_medusula_MAPI_01,25.22,1427.6951,148.986782,0.057255526,0.23928127
YANA_01,Solanum_hypaleurotrichum,Solanum_hypaleurotrichum_YANA_01,9.93264644,141.5025833,187.5713893,0.128359978,0.358273608
MALO_02,Sorocea_jaramilloi,Sorocea_jaramilloi_MALO_02,17.79020489,53.27492308,131.8975385,0.063285813,0.251566717
MIND_01,Spirotheca_awadendron,Spirotheca_awadendron_MIND_01,32.5,175.0533077,77.47892308,0.66645825,0.816368942
INTI_01,Symplocos_fuliginosa,Symplocos_fuliginosa_INTI_01,27.71696228,163.8343846,81.31292308,0.346364517,0.588527414
VERD_01,Symplocos_quitensis,Symplocos_quitensis_VERD_01,15.16285097,83.47323077,113.0932532,1.326129093,1.151576786
BECL_03,Tetrorchidium_andinum,Tetrorchidium_andinum_BECL_03,12.77777778,137.7492308,119.7452575,0.114751385,0.338749738
MALO_01,Tetrorchidium_andinum,Tetrorchidium_andinum_MALO_01,15.56391191,293.9508334,235.3013091,0.087403034,0.295640041
MALO_01,Tetrorchidium_euryphyllum,Tetrorchidium_euryphyllum_MALO_01,13.74568618,259.021359,245.7583115,0.206575425,0.454505693
MAPI_01,Theobroma_gileri,Theobroma_gileri_MAPI_01,20.92569382,55.29366666,245.9632044,0.169436302,0.411626411
MAPI_02,Theobroma_gileri,Theobroma_gileri_MAPI_02,13.01626598,55.24733333,288.8505897,0.174328549,0.417526705
VERD_03,Tournefortia_fuliginosa,Tournefortia_fuliginosa_VERD_03,8.398300125,56.24210257,130.6581538,0.189865293,0.435735347
INTI_01,Tovomita_croatii,Tovomita_croatii_INTI_01,8.476410161,373.5974103,180.8386923,0.06855662,0.261833191
MAPI_01,Trema_integerrima,Trema_integerrima_MAPI_01,33.56561153,36.27146154,175.2797831,0.231573863,0.48122122
BECL_03,Trichilia_primogenita,Trichilia_primogenita_BECL_03,28.6602464,94.72107692,165.6557394,0.507693939,0.712526448
MAPI_02,Trichospermum_galeottii,Trichospermum_galeottii_MAPI_02,33.13893824,64.42984615,147.8733846,0.18020254,0.424502697
MAPI_01,Triplaris_cumingiana,Triplaris_cumingiana_MAPI_01,16.50483033,260.4698205,179.3285761,0.110368077,0.332216913
CEDR_01,Turpinia_occidentalis,Turpinia_occidentalis_CEDR_01,14.2751239,76.89664957,146.5571282,0.247155378,0.49714724
VERD_02,Turpinia_occidentalis,Turpinia_occidentalis_VERD_02,11.60817223,38.97712607,100.3322735,0.244321661,0.494289046
CEDR_01,Verbesina_arborea,Verbesina_arborea_CEDR_01,5.855012085,341.9853846,348.1973846,0.014751348,0.121455128
VERD_01,Verbesina_arborea,Verbesina_arborea_VERD_01,4.27748908,227.2377853,135.2218147,0.148054624,0.384778669
YANA_01,Verbesina_arborea,Verbesina_arborea_YANA_01,11.35563604,118.3668932,160.7431729,0.236078907,0.485879519
VERD_02,Verbesina_lloensis,Verbesina_lloensis_VERD_02,9.669941822,188.6390915,310.9381448,0.215228941,0.463927733
VERD_01,Viburnum_pichinchense,Viburnum_pichinchense_VERD_01,3.706172578,23.37191026,404.5250854,0.088856805,0.298088586
VERD_03,Viburnum_triphyllum,Viburnum_triphyllum_VERD_03,7.210557338,31.76583889,209.7535772,0.10839594,0.329235387
MALO_02,Virola_2inECPI,Virola_2inECPI_MALO_02,14.02990639,410.0078744,91.21984394,0.179783137,0.424008416
MAPI_01,Virola_reidii,Virola_reidii_MAPI_01,26.8072543,92.84330769,85.69185444,0.091863311,0.303089609
MAPI_02,Virola_reidii,Virola_reidii_MAPI_02,21.69770052,97.42084827,116.3018739,0.190623202,0.436604171
MAPI_01,Virola_sebifera,Virola_sebifera_MAPI_01,8.245468316,206.3102052,267.0968843,0.17105815,0.413591767
RIBR_01,Vismia_lateriflora,Vismia_lateriflora_RIBR_01,11.93207895,69.67958974,134.4543846,0.239216573,0.489097713
BECL_01,Weinmannia_balbisiana,Weinmannia_balbisiana_BECL_01,12.21514241,27.94651282,128.4885128,0.13994303,0.374089602
CEDR_01,Weinmannia_balbisiana,Weinmannia_balbisiana_CEDR_01,16.77226586,29.6502906,101.6829701,0.64412781,0.802575735
CEDR_03,Weinmannia_balbisiana,Weinmannia_balbisiana_CEDR_03,10.65361351,31.76461539,194.49,0.238820732,0.488692881
CEDR_01,Weinmannia_pinnata,Weinmannia_pinnata_CEDR_01,18.49879505,43.59652244,253.1172981,2.366427444,1.538319682
VERD_02,Weinmannia_pinnata,Weinmannia_pinnata_VERD_02,11.9309341,32.82869231,465.2965086,0.433232696,0.658204145
VERD_03,Weinmannia_pinnata,Weinmannia_pinnata_VERD_03,10.86333685,14.27072756,137.1443526,0.53179074,0.729239837
